Product,Category,Rating,Review,Platform,Date,review_length
 Samsung Buds 2 ,Earbuds,3,bad usually thing single language international leader sport,amazon,2024-05-24 00:00:00,60
Samsung Galaxy M14,Phone,1,not great she religious treatment feeling,amazon,2023-07-28 00:00:00,41
Samsung Galaxy S21 FE,Phone,5,average over into too alone value father real,AMAZON,2024-05-03 00:00:00,45
Samsung Galaxy Tab S7 FE,Phone,4,waste of money wait instead decide couple stop all finish,FLIPKART,2022-02-06 00:00:00,57
Samsung Galaxy A54,Phone,5,waste of money value significant able,FLIPKART,2022-04-07 00:00:00,37
Samsung Galaxy Tab A8,Phone,4,good prepare still high size,FLIPKART,2023-01-19 00:00:00,28
Samsung Galaxy S23,Phone,2,not great along energy sort argue special theory decide hope issue display flickering,amazon,2024-05-29 00:00:00,85
Samsung Galaxy A34,Phone,4,good must after fine,flipkart,2024-07-31 00:00:00,20
Samsung Galaxy Tab A8,Phone,2,waste of money issue slow performance,flipkart,2022-12-25 00:00:00,37
Samsung Galaxy Tab S7 FE,Phone,4,bad writer administration particularly central city thousand reveal,FLIPKART,2024-08-03 00:00:00,67
Samsung Galaxy Tab A8,Phone,5,bad cell almost where subject high pick,AMAZON,2022-08-27 00:00:00,39
Samsung Galaxy S23,Phone,2,good issue overheating issue,FLIPKART,2023-11-30 00:00:00,28
Samsung Galaxy Tab A8,Phone,1,bad use upon teacher sea yourself husband,AMAZON,2024-10-08 00:00:00,41
Samsung Galaxy Tab S7 FE,Phone,3,average last hope several issue overheating issue,flipkart,2022-01-05 00:00:00,49
Samsung Galaxy A34,Phone,4,average seven from operation movement best stand,amazon,2024-01-01 00:00:00,48
Samsung Buds Live,Earbuds,5,good stuff behavior realize note,FLIPKART,2022-12-31 00:00:00,32
Samsung Galaxy Tab S7 FE,Phone,3,waste of money network standard significant tend enough do third,FLIPKART,2024-05-19 00:00:00,64
 Samsung Galaxy A54 ,Phone,4,excellent decision likely authority hold main example consider,amazon,2023-06-19 00:00:00,62
 Samsung Galaxy A54 ,Phone,5,excellent defense production big security,flipkart,2022-12-18 00:00:00,41
 Samsung Galaxy Book 3 ,Phone,3,not great issue display flickering,FLIPKART,2023-11-29 00:00:00,34
Samsung Galaxy M53,Phone,3,excellent strong investment lose give fall consider space issue display flickering,flipkart,2022-04-14 00:00:00,82
Samsung Galaxy Tab S7 FE,Phone,4,good degree economic want father,flipkart,2022-07-18 00:00:00,32
 Samsung Galaxy M34 ,Phone,4,good worry with fall my fly hundred,FLIPKART,2024-03-20 00:00:00,35
 Samsung Galaxy S23 ,Phone,4,average forget build important prepare move plan stop again,flipkart,2024-07-07 00:00:00,59
Samsung Galaxy A54,Phone,3,good sea weight effect factor eye,AMAZON,2022-11-12 00:00:00,33
 Samsung Galaxy Tab S7 FE ,Phone,5,waste of money road agree let,amazon,2023-03-05 00:00:00,29
Samsung Galaxy M14,Phone,4,excellent what what eat participant question still,amazon,2024-03-04 00:00:00,50
 Samsung Galaxy S23 ,Phone,4,not great today environment church,FLIPKART,2023-10-15 00:00:00,34
Samsung Galaxy M34,Phone,4,bad world feel foot give,amazon,2022-11-29 00:00:00,24
Samsung Buds 2,Earbuds,4,worth it show develop reveal,FLIPKART,2023-10-13 00:00:00,28
 Samsung Galaxy S22 ,Phone,5,excellent memory chance rise term about statement catch,AMAZON,2022-01-11 00:00:00,55
Samsung Buds Live,Earbuds,3,waste of money standard campaign couple try star production scene,AMAZON,2022-10-02 00:00:00,65
 Samsung Galaxy M14 ,Phone,2,bad base buy ground drug once interview positive issue battery draining fast,FLIPKART,2024-02-08 00:00:00,76
Samsung Galaxy Book 2,Phone,4,excellent left approach executive collection,FLIPKART,2023-11-03 00:00:00,44
Samsung Galaxy S22,Phone,2,good business center effort later,amazon,2024-07-30 00:00:00,33
Samsung Buds 2,Earbuds,4,excellent involve meeting test official amount,flipkart,2023-02-13 00:00:00,46
Samsung Galaxy Tab A8,Phone,4,good father cell from according soldier,amazon,2022-06-25 00:00:00,39
Samsung Buds 2,Earbuds,4,worth it another available hair,AMAZON,2022-05-04 00:00:00,31
Samsung Charger 25W,Charger,3,average up soon sea school speak score imagine,AMAZON,2023-08-30 00:00:00,46
Samsung Galaxy Tab A8,Phone,4,waste of money parent dark agent born common,FLIPKART,2024-05-29 00:00:00,44
 Samsung Charger 25W ,Charger,4,excellent adult south recognize,amazon,2023-02-12 00:00:00,31
Samsung Galaxy A14,Phone,4,bad should boy despite represent really section,flipkart,2024-12-30 00:00:00,47
Samsung Galaxy Tab A8,Phone,1,good contain security week try per personal issue battery draining fast,flipkart,2022-02-13 00:00:00,71
Samsung Galaxy Tab S7 FE,Phone,2,good wall ahead north time issue charging problem,amazon,2023-12-06 00:00:00,49
 Samsung Galaxy A34 ,Phone,5,not great including bring for force movie ahead whom,flipkart,2023-02-09 00:00:00,52
 Samsung Charger 25W ,Charger,5,average,AMAZON,2023-06-05 00:00:00,7
 Samsung Galaxy Tab S7 FE ,Phone,1,bad kid either law,FLIPKART,2022-03-21 00:00:00,18
Samsung Galaxy M14,Phone,4,average police state computer country red sea if,amazon,2022-09-06 00:00:00,48
Samsung Galaxy A54,Phone,2,good issue battery draining fast,FLIPKART,2024-04-24 00:00:00,32
Samsung Buds Live,Earbuds,2,waste of money once coach she better live soldier,amazon,2024-05-30 00:00:00,49
Samsung Galaxy A34,Phone,4,excellent,amazon,2022-03-07 00:00:00,9
Samsung Buds 2,Earbuds,5,bad fast food talk event nice tonight prove medical,AMAZON,2024-02-26 00:00:00,51
 Samsung Galaxy Tab A8 ,Phone,1,excellent administration turn movement recently may boy type,FLIPKART,2022-09-01 00:00:00,60
Samsung Galaxy A14,Phone,4,good able person consumer game few drive think,amazon,2022-01-07 00:00:00,46
Samsung Charger 25W,Charger,4,good option discover across citizen,FLIPKART,2022-09-21 00:00:00,35
 Samsung Galaxy Tab S7 FE ,Phone,5,bad trouble environment other imagine treatment,flipkart,2024-01-12 00:00:00,47
Samsung Crystal UHD TV,TV,1,great value for money,FLIPKART,2024-04-08,21
 Samsung Buds Live ,Earbuds,4,bad some page appear southern mouth,AMAZON,2022-02-25 00:00:00,35
Samsung Buds 2,Earbuds,5,excellent over year remain center down,AMAZON,2022-01-23 00:00:00,38
Samsung Galaxy S22,Phone,5,worth it decade town determine let consider,FLIPKART,2024-09-29 00:00:00,43
 Samsung Washing Machine ,Other,2,not worth the price,amazon,2024-07-17,19
Samsung Galaxy A14,Phone,3,good sort top office issue charging problem,AMAZON,2023-07-31 00:00:00,43
 Samsung Galaxy Tab S7 FE ,Phone,4,worth it issue develop seek require protect window threat,FLIPKART,2022-12-31 00:00:00,57
Samsung Buds Live,Earbuds,3,excellent mention else message next black decade professor eye,flipkart,2022-07-08 00:00:00,62
Samsung Galaxy S22,Phone,4,not great black base second conference open,FLIPKART,2022-04-28 00:00:00,43
 Samsung Galaxy A34 ,Phone,2,bad part create wind big miss here easy wait,AMAZON,2022-08-03 00:00:00,44
 Samsung Galaxy A34 ,Phone,4,waste of money interview product movie against move wish suggest,AMAZON,2023-01-30 00:00:00,64
 Samsung Galaxy M14 ,Phone,4,worth it fight new avoid fund myself author key,flipkart,2023-08-08 00:00:00,47
Samsung Buds 2,Earbuds,5,waste of money world ability like book,flipkart,2024-01-02 00:00:00,38
 Samsung Galaxy S22 ,Phone,4,worth it family week international rate kitchen,AMAZON,2024-10-08 00:00:00,47
Samsung Galaxy S22,Phone,3,bad issue display flickering,FLIPKART,2023-12-13 00:00:00,28
 Samsung Galaxy Tab S7 FE ,Phone,3,excellent issue display flickering,amazon,2023-08-08 00:00:00,34
 Samsung Galaxy Tab S7 FE ,Phone,1,good outside end style yes feeling process give issue battery draining fast,flipkart,2022-09-26 00:00:00,75
 Samsung Charger 25W ,Charger,4,bad where technology republican,flipkart,2023-12-06 00:00:00,31
 Samsung Galaxy S22 ,Phone,4,good that mind admit opportunity popular yeah also consumer,amazon,2022-09-06 00:00:00,59
Samsung Galaxy S23,Phone,4,average buy thought second,AMAZON,2024-06-23 00:00:00,26
 Samsung Galaxy S22 ,Phone,3,not great back ability four next bed area quality church issue overheating issue,FLIPKART,2023-11-25 00:00:00,80
Samsung Galaxy M14,Phone,5,excellent tree hand game add clearly yet so,AMAZON,2023-01-28 00:00:00,43
 Samsung Galaxy S22 ,Phone,4,good of after door or team scene,flipkart,2024-06-10 00:00:00,32
Samsung Galaxy S22,Phone,3,excellent discussion up nothing gas throughout tend office issue battery draining fast,FLIPKART,2024-03-05 00:00:00,86
Samsung Galaxy M53,Phone,5,waste of money minute quite process option subject capital century,AMAZON,2022-10-20 00:00:00,66
Samsung Galaxy Tab S7 FE,Phone,5,average left boy certain guy law,flipkart,2022-10-24 00:00:00,32
Samsung Galaxy Book 3,Phone,4,not great mind three pass debate kind market,amazon,2023-12-15 00:00:00,44
Samsung Buds Live,Earbuds,5,average outside door husband staff,FLIPKART,2024-02-23 00:00:00,34
 Samsung Galaxy M14 ,Phone,4,not great but factor size spring enjoy reduce house,AMAZON,2023-11-11 00:00:00,51
 Samsung Galaxy Watch6 ,Phone,1,excellent product very satisfied,AMAZON,2023-10-18,32
Samsung Galaxy S22,Phone,4,worth it significant teach must manage husband country,FLIPKART,2022-09-05 00:00:00,54
Samsung Galaxy M34,Phone,3,waste of money opportunity minute save million protect issue camera quality is poor,amazon,2023-03-06 00:00:00,83
Samsung Galaxy M14,Phone,4,bad school discover sense free gas,FLIPKART,2024-10-23 00:00:00,34
 Samsung Galaxy S22 ,Phone,4,waste of money,amazon,2023-11-12 00:00:00,14
Samsung Galaxy A34,Phone,3,bad well scene imagine smile fact doctor issue overheating issue,AMAZON,2022-04-20 00:00:00,64
 Samsung Galaxy S23 ,Phone,5,bad professor nature painting recent several voice language,amazon,2022-01-30 00:00:00,59
 Samsung Galaxy Tab A8 ,Phone,5,excellent last much focus pattern,flipkart,2022-12-16 00:00:00,33
 Samsung Galaxy M53 ,Phone,3,average measure nearly hundred step state,AMAZON,2023-04-15 00:00:00,41
Samsung Galaxy Tab A8,Phone,2,excellent data red high ever into follow issue battery draining fast,flipkart,2023-09-22 00:00:00,68
Samsung Galaxy A34,Phone,4,waste of money condition which doctor body,FLIPKART,2023-04-10 00:00:00,42
Samsung Buds Live,Earbuds,5,bad opportunity difficult number indeed land debate play our,AMAZON,2024-08-08 00:00:00,60
Samsung Galaxy Book 3,Phone,3,worth it issue battery draining fast,FLIPKART,2024-05-23 00:00:00,36
 Samsung Galaxy M53 ,Phone,4,worth it ever beyond agency back in fine,flipkart,2022-03-27 00:00:00,40
Samsung Galaxy M34,Phone,2,average issue camera quality is poor,FLIPKART,2023-12-22 00:00:00,36
Samsung Galaxy Tab A8,Phone,4,excellent around method door someone interest those,amazon,2024-11-23 00:00:00,51
 Samsung Crystal UHD TV ,TV,1,delivery was delayed but the product is great,FLIPKART,2024-10-21,45
 Samsung Galaxy A54 ,Phone,5,very userfriendly interface,amazon,2024-11-25,27
Samsung Galaxy M34,Phone,4,waste of money someone kid these stage chair,AMAZON,2024-02-04 00:00:00,44
Samsung Buds 2,Earbuds,4,bad price or new guess add time drug word,FLIPKART,2022-06-27 00:00:00,41
Samsung Galaxy M14,Phone,4,bad,flipkart,2024-11-07 00:00:00,3
Samsung Galaxy S22,Phone,2,worth it gun away summer voice gun issue battery draining fast,AMAZON,2024-07-31 00:00:00,62
Samsung Galaxy Tab S7 FE,Phone,1,excellent issue display flickering,FLIPKART,2023-06-11 00:00:00,34
Samsung Galaxy M14,Phone,4,waste of money attorney program than between place security,flipkart,2024-09-16 00:00:00,59
Samsung Galaxy M34,Phone,5,good peace ask now cell institution,amazon,2024-07-28 00:00:00,35
Samsung Galaxy S23,Phone,4,good employee there public however,flipkart,2023-06-13 00:00:00,34
Samsung Galaxy A34,Phone,5,excellent consider interview while send body thank,FLIPKART,2022-10-06 00:00:00,50
 Samsung Galaxy A14 ,Phone,1,bad pressure such why thus learn mr thank issue battery draining fast,flipkart,2023-12-13 00:00:00,69
Samsung Charger 25W,Charger,2,waste of money yes social main hand mouth issue charging problem,amazon,2024-09-05 00:00:00,64
Samsung Buds 2,Earbuds,5,waste of money myself out may think,FLIPKART,2024-08-22 00:00:00,35
Samsung Galaxy S21 FE,Phone,3,good teacher act bank certainly party enter knowledge,flipkart,2024-07-21 00:00:00,53
Samsung Galaxy M53,Phone,5,worth it remember need language radio type,FLIPKART,2024-11-04 00:00:00,42
 Samsung Galaxy S21 FE ,Phone,4,excellent rich spring material structure sport edge receive full,amazon,2024-05-05 00:00:00,64
Samsung Galaxy Tab A8,Phone,5,not great gas quality student trip exist enough culture,FLIPKART,2023-02-11 00:00:00,55
Samsung Charger 25W,Charger,3,excellent energy east mission six,AMAZON,2024-01-30 00:00:00,33
 Samsung Galaxy A14 ,Phone,1,good prove physical yes poor,amazon,2022-05-19 00:00:00,28
Samsung Galaxy A14,Phone,2,bad issue battery draining fast,amazon,2022-02-26 00:00:00,31
Samsung Galaxy Tab S7 FE,Phone,1,worth it customer future our too think issue overheating issue,FLIPKART,2024-05-01 00:00:00,62
Samsung Galaxy Tab A8,Phone,4,not great respond specific enter most,flipkart,2022-05-05 00:00:00,37
Samsung Galaxy M34,Phone,1,bad certainly conference culture meeting growth ball phone issue battery draining fast,amazon,2022-10-04 00:00:00,86
 Samsung Galaxy A14 ,Phone,2,average,flipkart,2023-01-27 00:00:00,7
Samsung Galaxy Book 3,Phone,1,worth it issue display flickering,FLIPKART,2023-09-09 00:00:00,33
 Samsung Galaxy S21 FE ,Phone,5,waste of money station heavy hotel hard,flipkart,2022-05-13 00:00:00,39
Samsung Charger 25W,Charger,3,not great issue display flickering,AMAZON,2024-09-11 00:00:00,34
Samsung Galaxy Tab S7 FE,Phone,1,worth it almost simply affect issue slow performance,AMAZON,2024-11-11 00:00:00,52
 Samsung Galaxy A14 ,Phone,4,bad table friend director attention threat,flipkart,2023-11-28 00:00:00,42
 Samsung Galaxy A14 ,Phone,4,good kid choose health if,flipkart,2023-07-02 00:00:00,25
 Samsung Galaxy S22 ,Phone,3,worth it city us i history yourself amount several issue overheating issue,amazon,2023-06-09 00:00:00,74
 Samsung Galaxy Z Fold5 ,Phone,4,speaker quality is amazing,flipkart,2024-05-07,26
Samsung Galaxy Tab S7 FE,Phone,4,waste of money ability especially total today,AMAZON,2024-03-27 00:00:00,45
 Samsung Galaxy A54 ,Phone,3,average box might condition office edge,FLIPKART,2024-01-20 00:00:00,39
 Samsung Galaxy Tab A8 ,Phone,4,good suddenly long talk list,FLIPKART,2023-12-01 00:00:00,28
 Samsung Galaxy Book 3 ,Phone,4,bad analysis perform upon accept about,flipkart,2022-11-13 00:00:00,38
Samsung Galaxy Book 3,Phone,4,waste of money activity natural family happen early,amazon,2024-05-25 00:00:00,51
Samsung Buds Live,Earbuds,1,excellent anyone chance off state issue battery draining fast,FLIPKART,2023-04-20 00:00:00,61
 Samsung Galaxy S22 ,Phone,4,waste of money foot agent note late social try consumer,FLIPKART,2022-04-27 00:00:00,55
Samsung Galaxy S22,Phone,4,bad success about safe treatment party as according these,flipkart,2024-06-30 00:00:00,57
Samsung Galaxy Tab A8,Phone,5,excellent standard factor practice kitchen note discover generation,AMAZON,2023-05-31 00:00:00,67
 Samsung Galaxy A54 ,Phone,3,bad issue camera quality is poor,flipkart,2022-02-24 00:00:00,32
Samsung Buds 2,Earbuds,3,average authority throughout begin feeling full issue overheating issue,FLIPKART,2022-08-02 00:00:00,71
Samsung Galaxy M53,Phone,1,average sometimes class six their issue display flickering,AMAZON,2024-02-04 00:00:00,58
Samsung Galaxy A54,Phone,3,waste of money her old government mouth drug,amazon,2024-05-17 00:00:00,44
Samsung Galaxy S23,Phone,2,average fast stock you performance issue battery draining fast,AMAZON,2022-04-21 00:00:00,62
 Samsung Galaxy Tab A8 ,Phone,1,good issue camera quality is poor,flipkart,2023-11-13 00:00:00,33
 Samsung Galaxy M53 ,Phone,4,worth it along language will word road enough,amazon,2024-05-15 00:00:00,45
 Samsung Galaxy M14 ,Phone,4,average sense much writer whole half education,amazon,2024-12-21 00:00:00,46
 Samsung Galaxy M53 ,Phone,4,good defense rest parent in must,flipkart,2024-02-16 00:00:00,32
Samsung Galaxy A34,Phone,3,average left community buy call able indicate various,FLIPKART,2023-06-11 00:00:00,53
Samsung Galaxy Book 3,Phone,3,average far goal myself office commercial issue camera quality is poor,FLIPKART,2024-01-27 00:00:00,70
 Samsung Galaxy Tab A8 ,Phone,2,not great issue display flickering,flipkart,2024-12-28 00:00:00,34
Samsung Buds Live,Earbuds,4,average factor myself difficult,flipkart,2022-01-19 00:00:00,31
Samsung Buds 2,Earbuds,5,worth it school next paper,AMAZON,2022-05-05 00:00:00,26
Samsung Galaxy M53,Phone,5,bad against girl increase page election difference ten,flipkart,2024-08-02 00:00:00,54
 Samsung Charger 25W ,Charger,4,average television fly structure feel difficult government,amazon,2022-01-19 00:00:00,58
Samsung Galaxy S23,Phone,5,waste of money find my simply wait recently benefit,flipkart,2024-12-29 00:00:00,51
Samsung Galaxy A54,Phone,2,battery life could be better,amazon,2024-08-10,28
 Samsung Buds Live ,Earbuds,1,bad issue slow performance,AMAZON,2023-02-09 00:00:00,26
Samsung Galaxy Tab S7 FE,Phone,2,bad debate talk guess especially enjoy on issue slow performance,FLIPKART,2023-07-08 00:00:00,64
 Samsung Galaxy M34 ,Phone,5,good less heart lose try tax,FLIPKART,2024-10-18 00:00:00,28
Samsung Galaxy A14,Phone,5,average price choose notice rate well,flipkart,2022-03-04 00:00:00,37
