Product,Category,Rating,Review,Platform,Date,Sentiment_score,Issue,RSI
Samsung Galaxy Tab A8,Smartphone,2.0,excellent data red high ever into follow issue battery draining fast,flipkart,2022-12-10,0.5719,battery,0.485
Samsung Galaxy A34,Smartphone,4.0,waste of money condition which doctor body,FLIPKART,2023-12-03,-0.4215,general_issue,0.5036
Samsung Buds Live,Accessories,5.0,bad opportunity difficult number indeed land debate play our,AMAZON,2024-07-17,-0.128,general_issue,0.31120000000000003
Samsung Galaxy Book 3,Smartphone,3.0,worth it issue battery draining fast,FLIPKART,2022-05-21,0.2263,battery,0.41
Samsung Galaxy M53,Smartphone,4.0,worth it ever beyond agency back in fine,flipkart,2023-04-16,0.4019,none,0.135
Samsung Galaxy M34,Smartphone,2.0,average issue camera quality is poor,FLIPKART,2024-02-14,-0.4767,camera,0.6756800000000001
Samsung Galaxy Tab A8,Smartphone,4.0,excellent around method door someone interest those,amazon,2024-02-29,0.7717,software,0.335
Samsung Crystal UHD TV,TV,1.0,delivery was delayed but the product is great,FLIPKART,2022-09-28,0.7351,performance,0.56
Samsung Galaxy A54,Smartphone,5.0,very userfriendly interface,amazon,2022-08-11,0.0,software,0.26
Samsung Galaxy M34,Smartphone,4.0,waste of money someone kid these stage chair,AMAZON,2022-02-03,-0.4215,general_issue,0.5036
Samsung Buds 2,Accessories,4.0,bad price or new guess add time drug word,FLIPKART,2023-02-19,-0.5423,general_issue,0.55192
Samsung Galaxy S22,Smartphone,2.0,worth it gun away summer voice gun issue battery draining fast,AMAZON,2024-12-06,-0.4404,battery,0.66116
Samsung Galaxy Tab S7 FE,Smartphone,1.0,excellent issue display flickering,FLIPKART,2024-10-29,0.5719,display,0.56
Samsung Galaxy M14,Smartphone,4.0,waste of money attorney program than between place security,flipkart,2024-05-09,-0.1027,general_issue,0.37608
Samsung Galaxy M34,Smartphone,5.0,good peace ask now cell institution,amazon,2022-11-03,0.7506,none,0.06
Samsung Galaxy S23,Smartphone,4.0,good employee there public however,flipkart,2022-07-17,0.4404,none,0.135
Samsung Galaxy A34,Smartphone,5.0,excellent consider interview while send body thank,FLIPKART,2022-12-30,0.7351,none,0.06
Samsung Galaxy A14,Smartphone,1.0,bad pressure such why thus learn mr thank issue battery draining fast,flipkart,2024-09-01,-0.4939,battery,0.75756
Samsung Charger 25W,Accessories,2.0,waste of money yes social main hand mouth issue charging problem,amazon,2022-03-21,0.1027,battery,0.485
Samsung Buds 2,Accessories,5.0,waste of money myself out may think,FLIPKART,2024-12-24,-0.4215,general_issue,0.42860000000000004
Samsung Galaxy S21 FE,Smartphone,3.0,good teacher act bank certainly party enter knowledge,flipkart,2024-10-27,0.7906,none,0.21
Samsung Galaxy M53,Smartphone,5.0,worth it remember need language radio type,FLIPKART,2022-08-29,0.2263,none,0.06
Samsung Galaxy S21 FE,Smartphone,4.0,excellent rich spring material structure sport edge receive full,amazon,2022-07-10,0.8074,build_quality,0.335
Samsung Galaxy Tab A8,Smartphone,5.0,not great gas quality student trip exist enough culture,FLIPKART,2024-09-14,-0.5096,none,0.26384
Samsung Charger 25W,Accessories,3.0,excellent energy east mission six,AMAZON,2022-09-24,0.7003,none,0.21
Samsung Galaxy A14,Smartphone,1.0,good prove physical yes poor,amazon,2022-01-03,0.3612,general_issue,0.56
Samsung Galaxy Tab S7 FE,Smartphone,1.0,worth it customer future our too think issue overheating issue,FLIPKART,2024-06-02,0.2263,heating,0.56
Samsung Galaxy Tab A8,Smartphone,4.0,not great respond specific enter most,flipkart,2024-12-05,-0.5096,software,0.53884
Samsung Galaxy M34,Smartphone,1.0,bad certainly conference culture meeting growth ball phone issue battery draining fast,amazon,2024-05-11,0.128,battery,0.56
Samsung Galaxy Book 3,Smartphone,1.0,worth it issue display flickering,FLIPKART,2024-01-29,0.2263,display,0.56
Samsung Galaxy S21 FE,Smartphone,5.0,waste of money station heavy hotel hard,flipkart,2022-03-30,-0.4939,heating,0.45756
Samsung Charger 25W,Accessories,3.0,not great issue display flickering,AMAZON,2024-12-21,-0.5096,display,0.6138400000000002
Samsung Galaxy Tab S7 FE,Smartphone,1.0,worth it almost simply affect issue slow performance,AMAZON,2024-05-28,0.2263,performance,0.56
Samsung Galaxy A14,Smartphone,4.0,bad table friend director attention threat,flipkart,2023-04-15,-0.5719,general_issue,0.56376
Samsung Galaxy A14,Smartphone,4.0,good kid choose health if,flipkart,2024-09-14,0.4404,software,0.335
Samsung Galaxy S22,Smartphone,3.0,worth it city us i history yourself amount several issue overheating issue,amazon,2024-02-20,0.2263,heating,0.41
Samsung Galaxy Z Fold5,Smartphone,4.0,speaker quality is amazing,flipkart,2023-12-19,0.5859,sound,0.335
Samsung Galaxy Tab S7 FE,Smartphone,4.0,waste of money ability especially total today,AMAZON,2022-07-20,-0.128,general_issue,0.38620000000000004
Samsung Galaxy A54,Smartphone,3.0,average box might condition office edge,FLIPKART,2024-05-21,0.0,none,0.21
Samsung Galaxy Tab A8,Smartphone,4.0,good suddenly long talk list,FLIPKART,2022-10-02,0.4404,none,0.135
Samsung Galaxy Book 3,Smartphone,4.0,bad analysis perform upon accept about,flipkart,2023-06-06,-0.2263,general_issue,0.42552
Samsung Galaxy Book 3,Smartphone,4.0,waste of money activity natural family happen early,amazon,2024-09-04,-0.0772,software,0.36588000000000004
Samsung Buds Live,Accessories,1.0,excellent anyone chance off state issue battery draining fast,FLIPKART,2023-04-22,0.6908,battery,0.56
Samsung Galaxy S22,Smartphone,4.0,waste of money foot agent note late social try consumer,FLIPKART,2022-06-21,-0.4215,general_issue,0.5036
Samsung Galaxy S22,Smartphone,4.0,bad success about safe treatment party as according these,flipkart,2023-08-04,0.7003,general_issue,0.335
Samsung Galaxy Tab A8,Smartphone,5.0,excellent standard factor practice kitchen note discover generation,AMAZON,2024-04-16,0.5719,none,0.06
Samsung Galaxy A54,Smartphone,3.0,bad issue camera quality is poor,flipkart,2023-06-12,-0.765,camera,0.7160000000000002
Samsung Buds 2,Accessories,3.0,average authority throughout begin feeling full issue overheating issue,FLIPKART,2023-01-23,0.2023,heating,0.41
Samsung Galaxy M53,Smartphone,1.0,average sometimes class six their issue display flickering,AMAZON,2022-01-12,0.0,display,0.56
Samsung Galaxy A54,Smartphone,3.0,waste of money her old government mouth drug,amazon,2022-01-15,-0.4215,general_issue,0.5786
Samsung Galaxy S23,Smartphone,2.0,average fast stock you performance issue battery draining fast,AMAZON,2024-12-06,0.0,battery,0.485
Samsung Galaxy Tab A8,Smartphone,1.0,good issue camera quality is poor,flipkart,2022-08-30,-0.0516,camera,0.58064
Samsung Galaxy M53,Smartphone,4.0,worth it along language will word road enough,amazon,2024-11-30,0.2263,none,0.135
Samsung Galaxy M14,Smartphone,4.0,average sense much writer whole half education,amazon,2022-01-15,0.0,none,0.135
Samsung Galaxy M53,Smartphone,4.0,good defense rest parent in must,flipkart,2024-02-08,0.5267,none,0.135
Samsung Galaxy A34,Smartphone,3.0,average left community buy call able indicate various,FLIPKART,2023-02-25,0.0,none,0.21
Samsung Galaxy Book 3,Smartphone,3.0,average far goal myself office commercial issue camera quality is poor,FLIPKART,2023-10-09,-0.4767,camera,0.6006800000000001
Samsung Buds Live,Accessories,4.0,average factor myself difficult,flipkart,2024-04-17,-0.3612,none,0.27948
Samsung Buds 2,Accessories,5.0,worth it school next paper,AMAZON,2024-01-12,0.2263,none,0.06
Samsung Galaxy M53,Smartphone,5.0,bad against girl increase page election difference ten,flipkart,2022-08-07,-0.296,general_issue,0.3784
Samsung Charger 25W,Accessories,4.0,average television fly structure feel difficult government,amazon,2022-11-13,-0.3612,none,0.27948
Samsung Galaxy S23,Smartphone,5.0,waste of money find my simply wait recently benefit,flipkart,2024-05-22,0.0516,general_issue,0.26
Samsung Galaxy A54,Smartphone,2.0,battery life could be better,amazon,2023-06-04,0.4404,battery,0.485
Samsung Buds Live,Accessories,1.0,bad issue slow performance,AMAZON,2023-06-20,-0.5423,performance,0.77692
Samsung Galaxy Tab S7 FE,Smartphone,2.0,bad debate talk guess especially enjoy on issue slow performance,FLIPKART,2024-05-17,-0.0018,performance,0.48572
Samsung Galaxy M34,Smartphone,5.0,good less heart lose try tax,FLIPKART,2024-01-19,0.1226,software,0.26
Samsung Galaxy A14,Smartphone,5.0,average price choose notice rate well,flipkart,2023-07-19,0.2732,software,0.26
Samsung Galaxy Watch6,Smartphone,3.0,delivery was delayed but the product is great,FLIPKART,2024-03-24,0.7351,performance,0.41
Samsung Galaxy S21 FE,Smartphone,4.0,bad great staff particular best book field for,FLIPKART,2023-02-22,0.7003,general_issue,0.335
Samsung Galaxy A54,Smartphone,4.0,excellent performance whole data eye oil get watch,flipkart,2024-04-26,0.5719,none,0.135
Samsung Galaxy S23,Smartphone,3.0,good heavy main them five visit leave issue overheating issue,AMAZON,2024-09-15,0.4019,heating,0.41
Samsung Galaxy A34,Smartphone,4.0,not great then along agreement choice practice usually keep,amazon,2023-01-02,-0.0243,none,0.14472
Samsung Buds 2,Accessories,2.0,not great issue display flickering,AMAZON,2024-01-29,-0.5096,display,0.6888400000000001
Samsung Buds 2,Accessories,3.0,bad production heavy even store have into issue slow performance,flipkart,2024-09-17,-0.5423,performance,0.6269200000000001
Samsung Buds 2,Accessories,4.0,bad picture follow behind goal,amazon,2023-06-04,-0.5423,camera,0.55192
Samsung Galaxy S21 FE,Smartphone,2.0,not great mention life realize admit issue camera quality is poor,FLIPKART,2023-09-21,-0.6802,battery,0.75708
Samsung Buds Live,Accessories,4.0,average ten then position main several,amazon,2023-12-07,0.0,software,0.335
Samsung Galaxy A34,Smartphone,4.0,not great someone scene interview teach he draw already,amazon,2024-03-26,-0.5096,none,0.33884000000000003
Samsung Buds 2,Accessories,2.0,excellent control later our society tonight summer no issue display flickering,FLIPKART,2022-10-10,0.3612,display,0.485
Samsung Galaxy A34,Smartphone,3.0,worth it different scene baby no sign world,FLIPKART,2022-09-01,-0.0772,none,0.24087999999999998
Samsung Charger 25W,Accessories,4.0,waste of money democrat fast marriage near rather,amazon,2023-04-16,-0.4215,general_issue,0.5036
Samsung Galaxy A34,Smartphone,4.0,average laugh test tax chair player despite,flipkart,2024-07-03,0.5574,none,0.135
Samsung Galaxy Book 2,Smartphone,5.0,waste of money consumer sport a after,amazon,2022-11-28,-0.4215,general_issue,0.42860000000000004
Samsung Galaxy A54,Smartphone,4.0,average describe writer news see population offer,flipkart,2022-07-25,0.0,none,0.135
Samsung Galaxy Book 2,Smartphone,1.0,average military short beautiful artist join little mrs star,flipkart,2023-03-16,0.7269,none,0.36
Samsung Galaxy M14,Smartphone,2.0,good imagine tend indeed draw there probably issue overheating issue,AMAZON,2024-11-07,0.4404,heating,0.485
Samsung Galaxy Tab A8,Smartphone,4.0,not great collection finally society hope mission wait,amazon,2024-03-31,-0.1012,none,0.17548
Samsung Buds 2,Accessories,4.0,good decade ball mention all character,FLIPKART,2023-11-25,0.4404,none,0.135
Samsung Galaxy Book 3,Smartphone,4.0,good so far pay fall thank positive nice,AMAZON,2022-04-17,0.8785,software,0.335
Samsung Galaxy Buds2,Smartphone,3.0,excellent product very satisfied,amazon,2022-11-26,0.7778,none,0.21
Samsung Galaxy S21 FE,Smartphone,4.0,worth it page between fast successful against address stay attention,FLIPKART,2024-03-07,0.6908,none,0.135
Samsung Galaxy Tab A8,Smartphone,4.0,not great recently oil work special prove they,AMAZON,2022-01-11,-0.1516,none,0.19564
Samsung Galaxy A14,Smartphone,5.0,average its member political pay road respond,AMAZON,2022-07-06,-0.1027,none,0.10108
Samsung Refrigerator,Other,5.0,speaker quality is amazing,flipkart,2022-10-25,0.5859,sound,0.26
Samsung Galaxy A34,Smartphone,4.0,not great during between red party,AMAZON,2024-08-23,-0.1516,none,0.19564
Samsung Galaxy Book 2,Smartphone,4.0,excellent degree reflect tree always congress own public,amazon,2024-06-10,0.5719,none,0.135
Samsung Galaxy Book 3,Smartphone,5.0,excellent person traditional picture,flipkart,2022-06-30,0.5719,camera,0.26
Samsung Galaxy M53,Smartphone,4.0,not great pattern with state probably society early,FLIPKART,2022-05-12,-0.5096,none,0.33884000000000003
Samsung Buds Live,Accessories,3.0,not great miss general form court issue display flickering,FLIPKART,2023-06-23,-0.431,display,0.5824
Samsung Galaxy Tab S7 FE,Smartphone,5.0,good find drive data we pay,amazon,2023-03-31,0.3612,none,0.06
Samsung Galaxy A54,Smartphone,5.0,bad computer able traditional within usually change however,amazon,2024-01-30,-0.5423,performance,0.47692
Samsung Charger 25W,Accessories,5.0,good drop east beautiful story of,flipkart,2022-06-13,0.6908,none,0.06
Samsung Charger 25W,Accessories,3.0,bad near live dinner issue charging problem,FLIPKART,2022-03-19,-0.7351,battery,0.70404
Samsung Galaxy M14,Smartphone,4.0,bad rest continue strong list offer,AMAZON,2024-02-27,-0.0516,general_issue,0.35564
Samsung Galaxy M14,Smartphone,3.0,good under nor fall adult catch myself management,flipkart,2024-03-31,0.4404,none,0.21
Samsung Buds Live,Accessories,5.0,bad rise hair rule story seven tv,AMAZON,2024-12-03,-0.5423,general_issue,0.47692
Samsung Galaxy Book 2,Smartphone,3.0,not great baby affect card tonight issue overheating issue,flipkart,2023-08-10,-0.5096,heating,0.6138400000000002
Samsung Galaxy Tab A8,Smartphone,3.0,bad science five purpose continue business mean sound issue display flickering,flipkart,2022-04-28,-0.5423,display,0.6269200000000001
Samsung Galaxy Tab S7 FE,Smartphone,3.0,average page mind main customer low away,FLIPKART,2022-12-25,-0.2732,none,0.31928
Samsung Galaxy S23,Smartphone,3.0,not great officer entire beyond teacher,AMAZON,2024-10-09,-0.5096,none,0.41384000000000004
Samsung Buds 2,Accessories,4.0,good marriage week feel change college do book,FLIPKART,2024-06-18,0.4404,performance,0.335
Samsung Galaxy Tab S7 FE,Smartphone,5.0,worth it responsibility job activity away piece nice hit,amazon,2022-01-22,0.5719,none,0.06
Samsung Galaxy M14,Smartphone,4.0,bad technology social edge summer visit some,flipkart,2023-02-18,-0.5423,general_issue,0.55192
Samsung Charger 25W,Accessories,4.0,waste of money shake choice skin size,flipkart,2024-11-27,-0.5423,general_issue,0.55192
Samsung Galaxy A14,Smartphone,5.0,average institution born exist government design some seat,flipkart,2023-08-09,0.0,none,0.06
Samsung Charger 25W,Accessories,3.0,waste of money chance girl glass exactly visit develop,flipkart,2023-02-03,-0.2023,general_issue,0.49092
Samsung Galaxy A14,Smartphone,1.0,waste of money care save resource according whom single term,AMAZON,2022-03-10,0.5574,general_issue,0.56
Samsung Buds 2,Accessories,4.0,bad another help model task wide,AMAZON,2024-11-11,-0.2023,general_issue,0.41592
Samsung Galaxy Tab S7 FE,Smartphone,5.0,not great offer hold become especially high plan want,amazon,2024-11-22,-0.4079,none,0.22316
Samsung Galaxy A54,Smartphone,3.0,waste of money rise water weight age issue display flickering,AMAZON,2023-04-20,-0.4215,display,0.5786
Samsung Galaxy A14,Smartphone,5.0,bad indeed story prepare face page let,amazon,2022-12-14,-0.5423,general_issue,0.47692
Samsung Galaxy A54,Smartphone,4.0,not as expected returning it,flipkart,2022-03-15,0.0,none,0.135
Samsung Galaxy S21 FE,Smartphone,5.0,excellent popular force can edge black either,flipkart,2024-01-07,0.7579,none,0.06
Samsung Buds Live,Accessories,4.0,average politics easy the approach,amazon,2023-05-05,0.4404,software,0.335
Samsung Buds 2,Accessories,4.0,worth it bar meet finish total baby physical set,amazon,2022-01-01,0.2263,none,0.135
Samsung Galaxy Tab S7 FE,Smartphone,3.0,worth it sport possible low night more simply goal issue charging problem,AMAZON,2022-11-19,-0.4404,battery,0.58616
Samsung Galaxy A14,Smartphone,3.0,not great hope health wind check defense tend approach issue camera quality is poor,FLIPKART,2022-06-27,-0.8074,camera,0.7329600000000001
Samsung Galaxy M14,Smartphone,5.0,average discover water shoulder education begin have campaign particularly,FLIPKART,2023-07-20,0.0,none,0.06
Samsung Galaxy A34,Smartphone,5.0,good level push sport behavior,AMAZON,2024-03-29,0.4404,none,0.06
Samsung Galaxy Book 2,Smartphone,1.0,average gun fine important hope stay when issue slow performance,FLIPKART,2023-12-25,0.4767,performance,0.56
Samsung Galaxy Tab A8,Smartphone,4.0,not great art class list,FLIPKART,2024-03-20,-0.5096,none,0.33884000000000003
Samsung Charger 25W,Accessories,4.0,good recognize character want organization,flipkart,2024-04-10,0.4939,none,0.135
Samsung Galaxy Tab A8,Smartphone,5.0,not great always end tax least certain guess million,FLIPKART,2023-02-15,-0.6259,none,0.31036
Samsung Galaxy Tab A8,Smartphone,4.0,bad management event majority first deep everything,amazon,2024-11-26,-0.5423,general_issue,0.55192
